actual_time,alliances_blue_score,alliances_blue_team_keys_0,alliances_blue_team_keys_1,alliances_blue_team_keys_2,alliances_red_score,alliances_red_team_keys_0,alliances_red_team_keys_1,alliances_red_team_keys_2,comp_level,event_key,key,match_number,post_result_time,predicted_time,score_breakdown_blue_adjustPoints,score_breakdown_blue_autoOwnershipPoints,score_breakdown_blue_autoPoints,score_breakdown_blue_autoQuestRankingPoint,score_breakdown_blue_autoRobot1,score_breakdown_blue_autoRobot2,score_breakdown_blue_autoRobot3,score_breakdown_blue_autoRunPoints,score_breakdown_blue_autoScaleOwnershipSec,score_breakdown_blue_autoSwitchAtZero,score_breakdown_blue_autoSwitchOwnershipSec,score_breakdown_blue_endgamePoints,score_breakdown_blue_endgameRobot1,score_breakdown_blue_endgameRobot2,score_breakdown_blue_endgameRobot3,score_breakdown_blue_faceTheBossRankingPoint,score_breakdown_blue_foulCount,score_breakdown_blue_foulPoints,score_breakdown_blue_rp,score_breakdown_blue_tba_gameData,score_breakdown_blue_techFoulCount,score_breakdown_blue_teleopOwnershipPoints,score_breakdown_blue_teleopPoints,score_breakdown_blue_teleopScaleBoostSec,score_breakdown_blue_teleopScaleForceSec,score_breakdown_blue_teleopScaleOwnershipSec,score_breakdown_blue_teleopSwitchBoostSec,score_breakdown_blue_teleopSwitchForceSec,score_breakdown_blue_teleopSwitchOwnershipSec,score_breakdown_blue_totalPoints,score_breakdown_blue_vaultBoostPlayed,score_breakdown_blue_vaultBoostTotal,score_breakdown_blue_vaultForcePlayed,score_breakdown_blue_vaultForceTotal,score_breakdown_blue_vaultLevitatePlayed,score_breakdown_blue_vaultLevitateTotal,score_breakdown_blue_vaultPoints,score_breakdown_red_adjustPoints,score_breakdown_red_autoOwnershipPoints,score_breakdown_red_autoPoints,score_breakdown_red_autoQuestRankingPoint,score_breakdown_red_autoRobot1,score_breakdown_red_autoRobot2,score_breakdown_red_autoRobot3,score_breakdown_red_autoRunPoints,score_breakdown_red_autoScaleOwnershipSec,score_breakdown_red_autoSwitchAtZero,score_breakdown_red_autoSwitchOwnershipSec,score_breakdown_red_endgamePoints,score_breakdown_red_endgameRobot1,score_breakdown_red_endgameRobot2,score_breakdown_red_endgameRobot3,score_breakdown_red_faceTheBossRankingPoint,score_breakdown_red_foulCount,score_breakdown_red_foulPoints,score_breakdown_red_rp,score_breakdown_red_tba_gameData,score_breakdown_red_techFoulCount,score_breakdown_red_teleopOwnershipPoints,score_breakdown_red_teleopPoints,score_breakdown_red_teleopScaleBoostSec,score_breakdown_red_teleopScaleForceSec,score_breakdown_red_teleopScaleOwnershipSec,score_breakdown_red_teleopSwitchBoostSec,score_breakdown_red_teleopSwitchForceSec,score_breakdown_red_teleopSwitchOwnershipSec,score_breakdown_red_totalPoints,score_breakdown_red_vaultBoostPlayed,score_breakdown_red_vaultBoostTotal,score_breakdown_red_vaultForcePlayed,score_breakdown_red_vaultForceTotal,score_breakdown_red_vaultLevitatePlayed,score_breakdown_red_vaultLevitateTotal,score_breakdown_red_vaultPoints,set_number,time,videos_0_key,videos_0_type,winning_alliance,videos_1_key,videos_1_type,videos_2_key,videos_2_type,videos_3_key,videos_3_type,videos_4_key,videos_4_type,videos_5_key,videos_5_type,alliances_red_dq_team_keys_0,alliances_blue_dq_team_keys_0,alliances_red_dq_team_keys_1,alliances_blue_dq_team_keys_1,alliances_red_dq_team_keys_2,alliances_blue_dq_team_keys_2,alliances_red_surrogate_team_keys_0,alliances_blue_surrogate_team_keys_0,alliances_red_surrogate_team_keys_1,alliances_blue_surrogate_team_keys_1,alliances_red_surrogate_team_keys_2,alliances_blue_surrogate_team_keys_2
1524174495,312,frc957,frc2854,frc6672,404,frc5854,frc1902,frc6025,qm,2018hop,2018hop_qm3,3,1524174680,1524146219,0,16,26,False,AutoRun,None,AutoRun,10,0,True,8,65,Parking,Levitate,Climbing,False,3,25,0,RRR,0,156,261,0,7,10,10,0,136,312,3,3,2,2,3,3,40,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,40,Parking,Parking,Levitate,False,5,15,3,RRR,0,267,352,10,0,111,10,0,136,404,3,3,0,3,3,3,45,1,1524145440,yPAbDwQ-Bmw,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524159846,492,frc5291,frc1156,frc399,275,frc2974,frc6060,frc5839,qm,2018hop,2018hop_qm30,30,1524160017,1524159901,0,34,49,True,AutoRun,AutoRun,AutoRun,15,7,True,10,90,Climbing,Levitate,Climbing,True,1,30,4,LRL,0,283,413,10,10,127,10,0,136,492,3,3,2,2,3,3,40,0,0,15,False,AutoRun,AutoRun,AutoRun,15,0,False,0,60,Climbing,Levitate,None,False,1,5,0,LRL,1,150,255,0,10,11,10,0,129,275,1,3,2,3,3,3,45,1,1524156780,zWremMKjQtw,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524165130,400,frc3019,frc973,frc3506,278,frc6702,frc7034,frc1902,qm,2018hop,2018hop_qm31,31,1524165307,1524165180,0,24,34,False,None,AutoRun,AutoRun,10,0,True,12,90,Levitate,Climbing,Climbing,True,0,0,3,RLR,0,261,366,0,0,125,0,0,136,400,0,0,0,0,3,3,15,0,24,39,True,AutoRun,AutoRun,AutoRun,15,0,True,12,60,Levitate,Climbing,None,False,0,0,1,RLR,0,149,239,0,2,3,10,0,136,278,1,1,2,2,3,3,30,1,1524164400,uL6FcIaC_ok,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524165477,330,frc3075,frc6803,frc3970,355,frc6672,frc6025,frc6919,qm,2018hop,2018hop_qm32,32,1524165653,1524165540,0,32,47,True,AutoRun,AutoRun,AutoRun,15,6,True,10,40,Levitate,Parking,Parking,False,1,15,1,RLR,0,198,268,0,10,52,10,0,136,330,1,1,2,2,3,3,30,0,24,34,False,AutoRun,None,AutoRun,10,0,True,12,65,Parking,Climbing,Levitate,False,3,5,2,RLR,0,206,316,2,10,68,0,10,136,355,2,3,3,3,3,3,45,1,1524164820,SW9WhyfS-N4,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524165960,434,frc180,frc456,frc1261,260,frc294,frc2854,frc6353,qm,2018hop,2018hop_qm33,33,1524166129,1524166021,0,26,41,True,AutoRun,AutoRun,AutoRun,15,7,True,6,65,Parking,Climbing,Levitate,False,7,0,3,LRL,2,283,393,10,10,127,10,10,136,434,3,3,3,3,3,3,45,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,10,Parking,None,Parking,False,0,85,1,LRL,0,117,142,0,10,11,0,10,106,260,0,0,3,3,0,0,15,1,1524165240,z_UGer-MIj4,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524166297,166,frc6050,frc3489,frc5801,412,frc1828,frc7039,frc2976,qm,2018hop,2018hop_qm34,34,1524166552,1524166441,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,65,Parking,Climbing,Climbing,False,1,30,1,RLR,1,38,103,0,0,2,0,0,36,166,0,0,0,0,0,0,0,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,65,Levitate,Climbing,Parking,False,1,30,3,RLR,1,244,349,10,0,110,10,0,114,412,3,3,0,2,3,3,40,1,1524165660,2rHOJSlSqAY,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524166760,467,frc2990,frc359,frc980,191,frc6014,frc1984,frc2096,qm,2018hop,2018hop_qm35,35,1524166929,1524166860,0,34,49,True,AutoRun,AutoRun,AutoRun,15,8,True,9,90,Climbing,Climbing,Levitate,True,0,0,4,LLL,0,283,418,10,7,127,10,7,136,467,3,3,3,3,3,3,45,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,35,None,Parking,Levitate,False,0,0,1,LLL,0,89,154,0,10,11,0,0,78,191,0,1,2,2,3,3,30,1,1524166080,nJ6-9uZgY1Y,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524167115,336,frc1156,frc4733,frc2283,307,frc3223,frc7140,frc5854,qm,2018hop,2018hop_qm36,36,1524167284,1524167161,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,60,None,Climbing,Levitate,False,0,20,3,RLR,0,188,283,10,10,66,0,0,112,336,2,2,2,2,3,3,35,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,65,Levitate,Climbing,Parking,False,4,0,1,RLR,0,192,272,0,0,56,0,0,136,307,0,0,0,0,3,3,15,1,1524166500,DKVForsj4x0,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524167512,409,frc5572,frc1902,frc59,214,frc5414,frc6705,frc5809,qm,2018hop,2018hop_qm37,37,1524167722,1524167580,0,28,43,True,AutoRun,AutoRun,AutoRun,15,2,True,12,65,Climbing,Levitate,Parking,False,1,5,3,RRR,0,256,361,8,10,102,10,0,136,409,3,3,2,2,3,3,40,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,40,Levitate,Parking,Parking,False,1,5,1,RRR,0,97,172,0,10,22,10,0,65,214,1,1,2,3,3,3,35,1,1524166920,NNv8op1cvdI,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524167984,219,frc7157,frc3506,frc6353,497,frc148,frc5496,frc6672,qm,2018hop,2018hop_qm38,38,1524168162,1524168000,0,0,10,False,AutoRun,None,AutoRun,10,0,False,0,35,None,Levitate,Parking,False,0,25,0,RRR,2,129,184,0,0,0,10,0,119,219,1,1,0,0,3,3,20,0,30,45,True,AutoRun,AutoRun,AutoRun,15,10,True,5,65,Climbing,Levitate,Parking,False,0,50,3,RRR,1,292,402,10,10,136,10,10,136,497,3,3,3,3,3,3,45,1,1524167340,HHE9NYP8k7A,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524168347,415,frc3019,frc6919,frc957,266,frc5242,frc1828,frc1261,qm,2018hop,2018hop_qm39,39,1524168593,1524168423,0,22,32,False,None,AutoRun,AutoRun,10,3,True,8,65,Levitate,Climbing,Parking,False,0,40,2,LRL,1,243,343,10,0,115,5,10,113,415,3,3,1,1,3,3,35,0,8,23,True,AutoRun,AutoRun,AutoRun,15,0,True,4,40,Parking,Levitate,Parking,False,8,25,1,LRL,0,148,218,0,10,12,0,0,136,266,0,1,2,2,3,3,30,1,1524167760,lzR4CQoGP7k,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524148883,202,frc7140,frc7293,frc5496,396,frc6907,frc5242,frc4775,qm,2018hop,2018hop_qm4,4,1524149056,1524148921,0,0,5,False,None,AutoRun,None,5,0,False,0,35,Levitate,None,Parking,False,0,25,0,RRR,0,112,172,0,0,0,10,8,102,202,1,1,1,1,3,3,25,0,12,27,True,AutoRun,AutoRun,AutoRun,15,0,True,6,65,Climbing,Levitate,Parking,False,0,0,3,RRR,1,264,369,10,0,126,0,0,128,396,2,3,0,2,3,3,40,1,1524145860,KgjI0gQJ930,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524168723,385,frc2976,frc6060,frc294,250,frc3397,frc6025,frc4775,qm,2018hop,2018hop_qm40,40,1524168894,1524168728,0,8,18,False,None,AutoRun,AutoRun,10,4,False,0,65,Parking,Levitate,Climbing,False,1,10,2,RRR,0,247,357,10,10,109,10,10,118,385,3,3,3,3,3,3,45,0,6,16,False,None,AutoRun,AutoRun,10,0,True,3,65,Levitate,Climbing,Parking,False,2,5,0,RRR,0,129,229,0,10,17,10,0,102,250,1,1,2,3,3,3,35,1,1524168180,V53u4lkTAgI,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524169127,410,frc3339,frc2974,frc6702,218,frc6803,frc7173,frc2854,qm,2018hop,2018hop_qm41,41,1524169298,1524169141,0,32,42,False,AutoRun,AutoRun,None,10,6,True,10,90,Climbing,Climbing,Levitate,True,3,0,3,LLL,0,263,368,0,0,127,0,0,136,410,0,0,0,0,3,3,15,0,6,16,False,AutoRun,AutoRun,None,10,0,True,3,40,Parking,Parking,Levitate,False,0,15,0,LLL,0,117,187,0,10,11,0,10,106,218,0,0,3,3,3,3,30,1,1524168600,1IyUTeCNMdE,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524169520,337,frc5291,frc6885,frc973,323,frc3495,frc1706,frc3489,qm,2018hop,2018hop_qm42,42,1524169739,1524169561,0,24,39,True,AutoRun,AutoRun,AutoRun,15,8,True,4,90,Climbing,Levitate,Climbing,True,0,5,4,LRL,0,188,293,0,0,68,0,0,120,337,0,0,0,0,3,3,15,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,65,Levitate,Climbing,Parking,False,1,0,1,LRL,0,181,286,6,10,39,0,10,136,323,2,2,3,3,3,3,40,1,1524169020,sbXoSqJ3z7c,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524169920,151,frc3711,frc6907,frc6050,474,frc399,frc2583,frc180,qm,2018hop,2018hop_qm43,43,1524170106,1524170041,0,16,31,True,AutoRun,AutoRun,AutoRun,15,2,True,6,60,Levitate,Climbing,None,False,0,0,1,LRL,1,40,120,0,0,0,0,10,40,151,0,0,1,1,3,3,20,0,22,37,True,AutoRun,AutoRun,AutoRun,15,1,True,10,90,Climbing,Levitate,Climbing,True,0,25,4,LRL,0,282,412,10,8,126,10,0,136,474,3,3,2,2,3,3,40,1,1524169440,MxL14F_DgHs,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524174881,307,frc3284,frc7034,frc3075,447,frc3970,frc254,frc2992,qm,2018hop,2018hop_qm44,44,1524175059,1524170403,0,12,27,False,AutoRun,AutoRun,AutoRun,15,6,False,0,65,Parking,Levitate,Climbing,False,3,25,0,LLL,0,160,255,0,10,25,10,0,125,307,1,1,2,2,3,3,30,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,90,Climbing,Climbing,Levitate,True,0,15,4,LLL,1,260,395,10,10,104,10,10,136,447,3,3,3,3,3,3,45,1,1524169860,RWUPpw4Q6zw,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524170992,459,frc5801,frc5839,frc1810,288,frc4400,frc456,frc7293,qm,2018hop,2018hop_qm45,45,1524171213,1524171000,0,14,29,True,AutoRun,AutoRun,AutoRun,15,0,True,7,65,Climbing,Levitate,Parking,False,0,125,3,LRL,0,210,305,0,0,94,10,0,106,459,3,3,0,0,3,3,30,0,12,27,True,AutoRun,AutoRun,AutoRun,15,0,True,6,65,Levitate,Climbing,Parking,False,10,0,1,LRL,3,176,261,0,0,30,10,0,136,288,1,1,0,0,3,3,20,1,1524170280,XndgsbmUqQg,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524171408,299,frc1828,frc5572,frc585,273,frc7039,frc6803,frc4775,qm,2018hop,2018hop_qm46,46,1524171590,1524171421,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,65,Levitate,Climbing,Parking,False,0,0,3,RLR,1,157,262,0,10,11,10,0,136,299,1,3,2,2,3,3,40,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,40,Levitate,Parking,Parking,False,0,25,1,RLR,0,145,215,0,10,100,0,10,45,273,0,0,3,3,3,3,30,1,1524170700,raBWttvLaCo,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524175587,304,frc59,frc5414,frc5291,416,frc2096,frc6702,frc1156,qm,2018hop,2018hop_qm47,47,1524175797,1524171841,0,16,31,True,AutoRun,AutoRun,AutoRun,15,0,True,8,60,None,Levitate,Climbing,False,0,25,1,LRL,1,158,248,0,10,12,10,0,136,304,1,1,2,2,3,3,30,0,20,35,True,AutoRun,AutoRun,AutoRun,15,7,True,3,65,Levitate,Climbing,Parking,False,0,25,3,LRL,1,256,356,0,0,110,10,0,136,416,1,3,0,1,3,3,35,1,1524171120,ZDdLyHVh1Xw,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524172422,447,frc359,frc6353,frc1706,246,frc2976,frc5809,frc2583,qm,2018hop,2018hop_qm48,48,1524172602,1524172500,0,20,35,True,AutoRun,AutoRun,AutoRun,15,3,True,7,90,Climbing,Levitate,Climbing,True,2,10,4,LRL,0,277,402,10,0,121,10,0,136,447,3,3,0,1,3,3,35,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,40,Parking,Parking,Levitate,False,2,10,1,LRL,0,133,203,0,3,6,3,0,124,246,1,1,2,2,3,3,30,1,1524171540,RWAtAzquxxg,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524172837,290,frc5496,frc980,frc3711,288,frc3284,frc6919,frc2854,qm,2018hop,2018hop_qm49,49,1524173065,1524172862,0,4,19,False,AutoRun,AutoRun,AutoRun,15,2,False,0,60,Levitate,None,Climbing,False,0,0,2,RRR,0,196,271,0,0,112,0,0,84,290,0,0,0,0,3,3,15,0,16,31,True,AutoRun,AutoRun,AutoRun,15,1,True,7,65,Levitate,Parking,Climbing,False,0,0,1,RRR,0,152,257,0,10,13,10,0,129,288,3,3,2,2,3,3,40,1,1524171960,SpB2-l-aoog,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524149277,321,frc7039,frc6014,frc3284,284,frc1810,frc6885,frc6353,qm,2018hop,2018hop_qm5,5,1524149467,1524149341,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,65,Parking,Climbing,Levitate,False,1,15,3,LRL,1,161,271,0,10,15,10,0,136,321,3,3,2,3,3,3,45,0,18,28,False,None,AutoRun,AutoRun,10,0,True,9,65,Climbing,Levitate,Parking,False,3,30,0,LRL,0,146,226,0,0,84,0,0,62,284,0,0,0,0,3,3,15,1,1524146280,6s8GF0Ul72s,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524173274,447,frc6050,frc254,frc3495,184,frc5854,frc2283,frc3019,qm,2018hop,2018hop_qm50,50,1524173448,1524173281,0,28,43,True,AutoRun,AutoRun,AutoRun,15,3,True,11,90,Levitate,Climbing,Climbing,True,0,75,4,LLL,0,214,329,10,0,127,0,0,77,447,2,2,0,0,3,3,25,0,0,10,False,AutoRun,None,AutoRun,10,0,False,0,35,None,Levitate,Parking,False,0,0,0,LLL,3,114,174,0,10,11,0,0,103,184,0,0,2,2,3,3,25,1,1524172380,rquz3rD3Mfw,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524173660,431,frc6060,frc4400,frc3489,210,frc6014,frc957,frc7173,qm,2018hop,2018hop_qm51,51,1524173838,1524173760,0,2,12,False,None,AutoRun,AutoRun,10,1,False,0,90,Levitate,Climbing,Climbing,True,1,10,3,LRL,0,274,409,10,10,127,10,10,127,431,3,3,3,3,3,3,45,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,40,Parking,Parking,Levitate,False,2,5,1,LRL,0,107,172,0,0,3,6,0,98,210,1,1,0,1,3,3,25,1,1524172800,xLpNGdp3AIM,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524174040,101,frc585,frc5801,frc5242,428,frc7034,frc399,frc6885,qm,2018hop,2018hop_qm52,52,1524174304,1524174180,0,10,25,True,AutoRun,AutoRun,AutoRun,15,0,True,5,40,Parking,Climbing,Parking,False,3,5,1,LLL,0,31,71,0,0,17,0,0,14,101,0,0,0,0,0,0,0,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,90,Climbing,Climbing,Levitate,True,1,15,4,LLL,0,246,376,10,0,90,10,0,136,428,3,3,0,2,3,3,40,1,1524173220,8eHFsEE7M7U,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524229673,367,frc6907,frc6705,frc1810,338,frc6025,frc1261,frc3506,qm,2018hop,2018hop_qm53,53,1524229864,1524229681,0,0,15,False,AutoRun,AutoRun,AutoRun,15,0,False,0,65,Parking,Levitate,Climbing,False,0,75,2,RLR,0,192,277,0,0,56,5,0,131,367,1,1,0,0,3,3,20,0,14,29,True,AutoRun,AutoRun,AutoRun,15,4,True,3,60,Climbing,Levitate,None,False,0,0,1,RLR,3,214,309,0,0,68,10,0,136,338,3,3,0,1,3,3,35,1,1524229200,oFT5Duwnhfs,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524230047,148,frc294,frc7157,frc7293,526,frc973,frc3339,frc3970,qm,2018hop,2018hop_qm54,54,1524230239,1524230160,0,22,32,False,AutoRun,None,AutoRun,10,0,True,11,65,Climbing,Parking,Levitate,False,0,0,0,LLL,3,36,116,0,0,0,0,0,36,148,0,0,0,0,3,3,15,0,34,49,True,AutoRun,AutoRun,AutoRun,15,6,True,11,65,Parking,Climbing,Levitate,False,0,75,3,LLL,0,292,402,10,0,136,10,0,136,526,3,3,0,3,3,3,45,1,1524229620,oaNlm0HguZg,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524230485,418,frc456,frc2992,frc2990,238,frc6672,frc7039,frc4733,qm,2018hop,2018hop_qm55,55,1524230656,1524230520,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,40,Levitate,Parking,Parking,False,1,25,3,RRR,2,271,356,10,10,115,10,10,136,418,3,3,3,3,3,3,45,0,18,28,False,AutoRun,AutoRun,None,10,0,True,9,40,Parking,Parking,Levitate,False,0,55,0,RRR,1,85,155,0,10,11,0,0,74,238,0,1,2,2,3,3,30,1,1524230040,ER53h_5H1R8,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524230892,271,frc1902,frc3075,frc3223,441,frc5839,frc180,frc148,qm,2018hop,2018hop_qm56,56,1524231091,1524230943,0,24,39,True,AutoRun,AutoRun,AutoRun,15,0,True,12,35,None,Parking,Levitate,False,2,35,1,RLR,0,142,197,0,0,6,0,0,136,271,0,1,0,0,3,3,20,0,32,47,True,AutoRun,AutoRun,AutoRun,15,5,True,11,65,Levitate,Parking,Climbing,False,2,10,3,RLR,1,284,384,10,0,128,10,0,136,441,3,3,0,1,3,3,35,1,1524230460,LR3HULtI7_o,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524231266,346,frc1984,frc3397,frc7034,344,frc2974,frc6919,frc7140,qm,2018hop,2018hop_qm57,57,1524231452,1524231361,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,40,Levitate,Parking,Parking,False,0,50,3,RLR,0,178,263,0,10,32,10,0,136,346,1,3,2,3,3,3,45,0,26,41,True,AutoRun,AutoRun,AutoRun,15,2,True,11,65,Climbing,Levitate,Parking,False,0,0,1,RLR,2,208,303,0,0,77,10,10,121,344,1,2,1,1,3,3,30,1,1524230880,7DnkSK7NGbQ,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524231660,295,frc3506,frc5572,frc4400,273,frc3284,frc2976,frc5291,qm,2018hop,2018hop_qm58,58,1524231835,1524231654,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,60,Levitate,None,Climbing,False,1,0,3,RLR,0,170,260,0,0,106,10,0,54,295,1,1,0,2,3,3,30,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,35,Parking,Levitate,None,False,0,5,1,RLR,0,155,235,0,0,9,10,10,136,273,1,3,1,3,3,3,45,1,1524231300,nbSg2ON4Alk,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524232007,440,frc3495,frc4775,frc5809,208,frc7157,frc1261,frc6702,qm,2018hop,2018hop_qm59,59,1524232174,1524232053,0,16,31,True,AutoRun,AutoRun,AutoRun,15,0,True,8,65,Climbing,Parking,Levitate,False,1,25,3,RLR,2,274,384,10,10,118,10,10,136,440,3,3,3,3,3,3,45,0,4,14,False,None,AutoRun,AutoRun,10,2,False,0,10,None,Parking,Parking,False,0,55,0,RLR,1,129,139,0,0,14,0,0,115,208,0,0,0,0,0,0,0,1,1524231720,J6Ma2GRHKLU,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524149658,348,frc254,frc2583,frc6919,261,frc2990,frc5291,frc4400,qm,2018hop,2018hop_qm6,6,1524149825,1524149701,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,90,Climbing,Climbing,Levitate,True,0,5,4,LRL,0,196,306,0,0,50,10,0,136,348,1,1,0,0,3,3,20,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,35,None,Parking,Levitate,False,1,0,1,LRL,0,169,224,0,0,23,10,0,136,261,1,1,0,0,3,3,20,1,1524146700,o8_V9wFod7Y,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524232535,262,frc973,frc2854,frc6014,387,frc1156,frc5414,frc585,qm,2018hop,2018hop_qm60,60,1524232724,1524232440,0,24,39,True,AutoRun,AutoRun,AutoRun,15,0,True,12,30,None,None,Levitate,False,4,20,1,RLR,1,148,203,0,10,12,0,0,136,262,0,0,2,2,3,3,25,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,5,None,None,Parking,False,4,45,3,RLR,0,272,307,10,0,116,10,0,136,387,3,3,0,0,0,3,30,1,1524232140,X4dtM-ELtjo,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524232961,397,frc2583,frc1810,frc2283,297,frc6885,frc1828,frc3075,qm,2018hop,2018hop_qm61,61,1524233136,1524233041,0,8,23,True,AutoRun,AutoRun,AutoRun,15,0,True,4,65,Parking,Climbing,Levitate,False,0,55,3,RLR,0,224,319,10,0,69,10,0,135,397,3,3,0,0,3,3,30,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,65,Levitate,Parking,Climbing,False,1,0,1,RLR,2,167,262,0,10,21,10,0,136,297,1,1,2,2,3,3,30,1,1524232560,splAP3v-G1s,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524233393,64,frc5242,frc6705,frc5854,423,frc3489,frc359,frc456,qm,2018hop,2018hop_qm62,62,1524233566,1524233460,0,0,10,False,None,AutoRun,AutoRun,10,0,False,0,35,Parking,Levitate,None,False,0,0,0,LLL,0,4,54,0,0,0,0,0,4,64,0,0,0,0,3,3,15,0,32,47,True,AutoRun,AutoRun,AutoRun,15,10,True,6,90,Levitate,Climbing,Climbing,True,0,0,4,LLL,0,246,376,10,10,136,5,0,95,423,3,3,2,2,3,3,40,1,1524232980,72nc9PU5-P4,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524233818,369,frc399,frc6353,frc254,165,frc3970,frc957,frc4733,qm,2018hop,2018hop_qm63,63,1524234002,1524233941,0,36,51,True,AutoRun,AutoRun,AutoRun,15,8,True,10,40,Levitate,Parking,Parking,False,0,0,3,LRL,0,263,318,0,0,127,0,0,136,369,0,0,0,0,3,3,15,0,16,26,False,None,AutoRun,AutoRun,10,0,True,8,60,Levitate,None,Climbing,False,0,0,0,LRL,0,49,139,0,10,11,0,0,38,165,1,1,2,2,3,3,30,1,1524233400,dLA1rFFwkaE,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524234248,464,frc5496,frc7039,frc3339,253,frc6060,frc1984,frc1902,qm,2018hop,2018hop_qm64,64,1524234421,1524234360,0,30,45,True,AutoRun,AutoRun,AutoRun,15,6,True,9,90,Levitate,Climbing,Climbing,True,0,0,4,LLL,0,289,419,10,10,133,10,0,136,464,3,3,2,2,3,3,40,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,40,Parking,Parking,Levitate,False,0,0,1,LLL,0,141,216,0,3,4,10,3,127,253,1,1,3,3,3,3,35,1,1524233820,GTvbYL-18SY,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524234639,335,frc7293,frc6672,frc1706,201,frc3223,frc980,frc6050,qm,2018hop,2018hop_qm65,65,1524234830,1524234663,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,90,Levitate,Climbing,Climbing,True,0,10,4,LLL,0,168,288,10,0,77,0,0,81,335,2,2,0,1,3,3,30,0,10,25,True,AutoRun,AutoRun,AutoRun,15,0,True,5,35,None,Parking,Levitate,False,2,0,1,LLL,0,126,176,0,0,33,0,0,93,201,0,0,0,0,3,3,15,1,1524234240,YCtkD-4ttmM,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
