actual_time,alliances_blue_score,alliances_blue_team_keys_0,alliances_blue_team_keys_1,alliances_blue_team_keys_2,alliances_red_score,alliances_red_team_keys_0,alliances_red_team_keys_1,alliances_red_team_keys_2,comp_level,event_key,key,match_number,post_result_time,predicted_time,score_breakdown_blue_adjustPoints,score_breakdown_blue_autoOwnershipPoints,score_breakdown_blue_autoPoints,score_breakdown_blue_autoQuestRankingPoint,score_breakdown_blue_autoRobot1,score_breakdown_blue_autoRobot2,score_breakdown_blue_autoRobot3,score_breakdown_blue_autoRunPoints,score_breakdown_blue_autoScaleOwnershipSec,score_breakdown_blue_autoSwitchAtZero,score_breakdown_blue_autoSwitchOwnershipSec,score_breakdown_blue_endgamePoints,score_breakdown_blue_endgameRobot1,score_breakdown_blue_endgameRobot2,score_breakdown_blue_endgameRobot3,score_breakdown_blue_faceTheBossRankingPoint,score_breakdown_blue_foulCount,score_breakdown_blue_foulPoints,score_breakdown_blue_rp,score_breakdown_blue_tba_gameData,score_breakdown_blue_techFoulCount,score_breakdown_blue_teleopOwnershipPoints,score_breakdown_blue_teleopPoints,score_breakdown_blue_teleopScaleBoostSec,score_breakdown_blue_teleopScaleForceSec,score_breakdown_blue_teleopScaleOwnershipSec,score_breakdown_blue_teleopSwitchBoostSec,score_breakdown_blue_teleopSwitchForceSec,score_breakdown_blue_teleopSwitchOwnershipSec,score_breakdown_blue_totalPoints,score_breakdown_blue_vaultBoostPlayed,score_breakdown_blue_vaultBoostTotal,score_breakdown_blue_vaultForcePlayed,score_breakdown_blue_vaultForceTotal,score_breakdown_blue_vaultLevitatePlayed,score_breakdown_blue_vaultLevitateTotal,score_breakdown_blue_vaultPoints,score_breakdown_red_adjustPoints,score_breakdown_red_autoOwnershipPoints,score_breakdown_red_autoPoints,score_breakdown_red_autoQuestRankingPoint,score_breakdown_red_autoRobot1,score_breakdown_red_autoRobot2,score_breakdown_red_autoRobot3,score_breakdown_red_autoRunPoints,score_breakdown_red_autoScaleOwnershipSec,score_breakdown_red_autoSwitchAtZero,score_breakdown_red_autoSwitchOwnershipSec,score_breakdown_red_endgamePoints,score_breakdown_red_endgameRobot1,score_breakdown_red_endgameRobot2,score_breakdown_red_endgameRobot3,score_breakdown_red_faceTheBossRankingPoint,score_breakdown_red_foulCount,score_breakdown_red_foulPoints,score_breakdown_red_rp,score_breakdown_red_tba_gameData,score_breakdown_red_techFoulCount,score_breakdown_red_teleopOwnershipPoints,score_breakdown_red_teleopPoints,score_breakdown_red_teleopScaleBoostSec,score_breakdown_red_teleopScaleForceSec,score_breakdown_red_teleopScaleOwnershipSec,score_breakdown_red_teleopSwitchBoostSec,score_breakdown_red_teleopSwitchForceSec,score_breakdown_red_teleopSwitchOwnershipSec,score_breakdown_red_totalPoints,score_breakdown_red_vaultBoostPlayed,score_breakdown_red_vaultBoostTotal,score_breakdown_red_vaultForcePlayed,score_breakdown_red_vaultForceTotal,score_breakdown_red_vaultLevitatePlayed,score_breakdown_red_vaultLevitateTotal,score_breakdown_red_vaultPoints,set_number,time,videos_0_key,videos_0_type,winning_alliance,videos_1_key,videos_1_type,videos_2_key,videos_2_type,videos_3_key,videos_3_type,videos_4_key,videos_4_type,videos_5_key,videos_5_type,alliances_red_dq_team_keys_0,alliances_blue_dq_team_keys_0,alliances_red_dq_team_keys_1,alliances_blue_dq_team_keys_1,alliances_red_dq_team_keys_2,alliances_blue_dq_team_keys_2,alliances_red_surrogate_team_keys_0,alliances_blue_surrogate_team_keys_0,alliances_red_surrogate_team_keys_1,alliances_blue_surrogate_team_keys_1,alliances_red_surrogate_team_keys_2,alliances_blue_surrogate_team_keys_2
1524235036,371,frc3711,frc6025,frc180,263,frc59,frc5801,frc2974,qm,2018hop,2018hop_qm66,66,1524235211,1524235040,0,18,33,True,AutoRun,AutoRun,AutoRun,15,6,True,3,65,Climbing,Levitate,Parking,False,0,0,3,RRR,0,233,338,10,0,127,0,0,96,371,2,3,0,2,3,3,40,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,40,Parking,Levitate,Parking,False,0,0,1,RRR,0,156,226,0,10,11,10,0,135,263,1,1,2,2,3,3,30,1,1524234660,maqnqdAVHAs,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524235477,440,frc3397,frc148,frc2992,188,frc6907,frc3019,frc2096,qm,2018hop,2018hop_qm67,67,1524235653,1524235501,0,32,47,True,AutoRun,AutoRun,AutoRun,15,10,True,6,65,Parking,Levitate,Climbing,False,1,0,3,RRR,1,283,393,10,10,127,10,10,136,440,3,3,3,3,3,3,45,0,14,24,False,AutoRun,None,AutoRun,10,0,True,7,60,Climbing,Levitate,None,False,0,30,0,RRR,0,44,134,0,10,11,0,10,33,188,0,0,3,3,3,3,30,1,1524235080,eb0Q4UGRepo,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524236148,290,frc5839,frc294,frc6803,344,frc7173,frc7140,frc2990,qm,2018hop,2018hop_qm68,68,1524236388,1524236161,0,36,51,True,AutoRun,AutoRun,AutoRun,15,7,True,11,65,Climbing,Levitate,Parking,False,0,0,1,RRR,0,134,239,0,10,42,0,0,92,290,2,3,2,2,3,3,40,0,24,39,True,AutoRun,AutoRun,AutoRun,15,0,True,12,65,Parking,Climbing,Levitate,False,0,0,3,RRR,0,210,305,0,8,75,0,0,135,344,0,1,2,2,3,3,30,1,1524235500,aezV3qcWUis,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524236562,308,frc6919,frc1902,frc7039,398,frc359,frc7157,frc399,qm,2018hop,2018hop_qm69,69,1524236758,1524236550,0,36,51,True,AutoRun,AutoRun,AutoRun,15,6,True,12,60,Levitate,None,Climbing,False,7,0,1,RLR,0,172,257,0,0,28,8,0,136,308,1,1,0,1,3,3,25,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,60,Climbing,None,Levitate,False,0,35,3,RLR,0,241,326,0,0,105,0,0,136,398,0,0,0,2,3,3,25,1,1524235920,z141NSlpNQI,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524150018,394,frc148,frc3075,frc294,328,frc399,frc1984,frc3489,qm,2018hop,2018hop_qm7,7,1524150230,1524150060,0,40,55,True,AutoRun,AutoRun,AutoRun,15,10,True,10,90,Climbing,Levitate,Climbing,True,1,0,4,RRR,0,234,339,0,0,98,0,0,136,394,0,0,0,0,3,3,15,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,90,Climbing,Climbing,Climbing,True,0,5,2,RRR,0,181,286,0,10,35,10,0,136,328,1,1,2,2,0,0,15,1,1524147120,t73sZCE0Leg,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524237083,225,frc5809,frc3489,frc6014,441,frc3506,frc4733,frc254,qm,2018hop,2018hop_qm70,70,1524237253,1524237121,0,4,19,False,AutoRun,AutoRun,AutoRun,15,2,False,0,40,Levitate,Parking,Parking,False,1,0,0,LRL,1,136,206,0,10,25,10,0,101,225,1,1,2,2,3,3,30,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,90,Climbing,Levitate,Climbing,True,0,30,4,LRL,0,239,374,10,10,83,10,10,136,441,3,3,3,3,3,3,45,1,1524236340,WpEH-TrkhZk,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524237434,281,frc1984,frc5242,frc1156,291,frc6672,frc3495,frc3284,qm,2018hop,2018hop_qm71,71,1524237613,1524237541,0,22,32,False,AutoRun,None,AutoRun,10,0,True,11,40,Parking,Parking,Levitate,False,3,0,0,LLL,0,189,249,0,0,119,0,0,70,281,0,1,0,0,3,3,20,0,14,29,True,AutoRun,AutoRun,AutoRun,15,0,True,7,65,Climbing,Parking,Levitate,False,0,15,3,LLL,0,147,247,0,10,11,0,0,136,291,0,2,2,2,3,3,35,1,1524236760,Wjrf9AHTht8,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524237836,419,frc3397,frc3223,frc5496,317,frc5801,frc5414,frc3075,qm,2018hop,2018hop_qm72,72,1524238046,1524237961,0,0,15,False,AutoRun,AutoRun,AutoRun,15,0,False,0,90,Climbing,Levitate,Climbing,True,1,5,3,RRR,1,264,399,10,10,113,10,10,131,419,3,3,3,3,3,3,45,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,65,Parking,Levitate,Climbing,False,1,30,1,RRR,0,157,252,0,10,11,10,0,136,317,1,1,2,2,3,3,30,1,1524237180,7GydfXZo9p4,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524238237,224,frc1810,frc2990,frc5572,459,frc957,frc3711,frc1706,qm,2018hop,2018hop_qm73,73,1524238416,1524238239,0,22,32,False,AutoRun,AutoRun,None,10,0,True,11,65,Climbing,Levitate,Parking,False,0,5,0,LLL,3,103,188,0,0,0,8,0,95,224,1,1,0,0,3,3,20,0,20,35,True,AutoRun,AutoRun,AutoRun,15,2,True,8,90,Levitate,Climbing,Climbing,True,1,75,4,LLL,0,214,349,10,10,124,10,10,70,459,3,3,3,3,3,3,45,1,1524237600,5-ok_a3zXIA,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524238587,304,frc3970,frc2096,frc2976,432,frc2283,frc180,frc6705,qm,2018hop,2018hop_qm74,74,1524238771,1524238641,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,65,Parking,Climbing,Levitate,False,0,25,1,LLL,0,146,246,0,0,0,10,0,136,304,1,2,0,2,3,3,35,0,28,43,True,AutoRun,AutoRun,AutoRun,15,4,True,10,65,Levitate,Climbing,Parking,False,0,0,3,LLL,1,279,389,10,10,136,10,10,123,432,3,3,3,3,3,3,45,1,1524238020,d5dI122Dp2k,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524238995,290,frc6885,frc4775,frc2854,327,frc3019,frc4400,frc6803,qm,2018hop,2018hop_qm75,75,1524239187,1524238990,0,16,31,True,AutoRun,AutoRun,AutoRun,15,0,True,8,40,Parking,Parking,Levitate,False,2,30,1,RLR,0,164,229,0,10,28,0,0,136,290,0,0,2,2,3,3,25,0,18,28,False,None,AutoRun,AutoRun,10,0,True,9,35,Parking,None,Levitate,False,1,10,2,RLR,1,209,289,10,10,53,10,10,136,327,3,3,3,3,3,3,45,1,1524238440,vvunM8VP4sE,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524239382,437,frc2974,frc1261,frc7293,152,frc585,frc5854,frc2583,qm,2018hop,2018hop_qm76,76,1524239571,1524239401,0,24,39,True,AutoRun,AutoRun,AutoRun,15,1,True,11,65,Climbing,Parking,Levitate,False,1,5,3,RRR,0,283,393,10,1,127,10,1,136,437,3,3,3,3,3,3,45,0,0,15,False,AutoRun,AutoRun,AutoRun,15,0,False,0,10,Parking,Parking,None,False,1,5,0,RRR,0,102,132,0,10,11,0,10,91,152,0,0,3,3,0,1,20,1,1524238860,VYigBMt_imo,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524239745,257,frc6353,frc7034,frc6060,370,frc294,frc6702,frc6050,qm,2018hop,2018hop_qm77,77,1524239932,1524239784,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,65,Parking,Climbing,Levitate,False,0,0,1,RRR,1,120,220,0,10,13,0,10,107,257,0,1,3,3,3,3,35,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,90,Climbing,Levitate,Climbing,True,0,25,4,RRR,0,203,308,0,0,110,0,0,93,370,0,0,0,0,3,3,15,1,1524239280,1xSBCrvOgtQ,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524240151,346,frc6025,frc7173,frc973,304,frc5291,frc456,frc148,qm,2018hop,2018hop_qm78,78,1524240324,1524240146,0,6,21,True,AutoRun,AutoRun,AutoRun,15,0,True,3,65,Parking,Levitate,Climbing,False,1,5,3,RLR,0,220,320,10,1,74,0,0,136,346,2,2,2,2,3,3,35,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,90,Levitate,Climbing,Climbing,True,1,5,2,RLR,0,159,264,0,0,23,0,0,136,304,0,0,0,0,3,3,15,1,1524239700,til6Ply3t9Q,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524240515,171,frc980,frc5839,frc1828,404,frc2992,frc59,frc6907,qm,2018hop,2018hop_qm79,79,1524240685,1524240552,0,22,27,False,None,AutoRun,None,5,0,True,11,5,None,Parking,None,False,0,0,0,RRR,0,134,144,0,0,0,10,0,124,171,1,1,0,0,0,0,5,0,24,39,True,AutoRun,AutoRun,AutoRun,15,6,True,6,65,Climbing,Parking,Levitate,False,0,0,3,RRR,0,270,365,10,0,136,10,0,114,404,3,3,0,0,3,3,30,1,1524240120,OzS_Vc-5tJs,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524150386,284,frc7173,frc1261,frc359,361,frc59,frc6050,frc3397,qm,2018hop,2018hop_qm8,8,1524150559,1524150421,0,14,29,True,AutoRun,AutoRun,AutoRun,15,0,True,7,90,Climbing,Levitate,Climbing,True,0,0,2,LLL,0,150,255,0,0,14,0,0,136,284,0,0,0,0,3,3,15,0,14,29,True,AutoRun,AutoRun,AutoRun,15,2,True,5,40,Parking,Levitate,Parking,False,0,0,3,LLL,0,247,332,10,7,91,10,7,136,361,3,3,3,3,3,3,45,1,1524147540,DagOB8jlLWM,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524240873,201,frc7140,frc6672,frc3019,433,frc359,frc4400,frc3339,qm,2018hop,2018hop_qm80,80,1524241055,1524240915,0,16,31,True,AutoRun,AutoRun,AutoRun,15,0,True,8,65,Climbing,Levitate,Parking,False,1,30,1,LLL,0,35,140,0,10,11,0,10,24,201,2,2,3,3,3,3,40,0,38,53,True,AutoRun,AutoRun,AutoRun,15,8,True,11,60,Climbing,Levitate,None,False,1,5,3,LLL,1,270,375,10,10,114,10,10,136,433,3,3,3,3,3,3,45,1,1524240540,Y6Gdh9YD1m0,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524241250,340,frc6919,frc3495,frc180,285,frc5414,frc7293,frc3506,qm,2018hop,2018hop_qm81,81,1524241462,1524241272,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,65,Parking,Climbing,Levitate,False,0,0,3,LLL,0,197,307,10,10,41,10,0,136,340,3,3,2,3,3,3,45,0,16,31,True,AutoRun,AutoRun,AutoRun,15,0,True,8,35,None,Parking,Levitate,False,0,0,1,LLL,0,189,254,10,0,86,7,0,86,285,3,3,0,0,3,3,30,1,1524240960,CjupyYF8wBU,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524241631,434,frc1706,frc6705,frc7034,156,frc6803,frc6060,frc3284,qm,2018hop,2018hop_qm82,82,1524241870,1524241683,0,24,39,True,AutoRun,AutoRun,AutoRun,15,0,True,12,65,Climbing,Levitate,Parking,False,0,35,3,LLL,0,255,360,10,0,107,10,0,128,434,3,3,0,2,3,3,40,0,22,37,True,AutoRun,AutoRun,AutoRun,15,4,True,7,30,Levitate,None,None,False,2,0,1,LLL,1,54,119,0,10,11,0,10,43,156,1,1,3,3,3,3,35,1,1524241380,hsrLI4Bvczw,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524248934,312,frc6025,frc5809,frc6885,378,frc2990,frc5496,frc1156,qm,2018hop,2018hop_qm83,83,1524249186,1524249002,0,16,31,True,AutoRun,AutoRun,AutoRun,15,5,True,3,90,Climbing,Climbing,Climbing,True,0,5,2,RLR,0,156,276,0,0,10,10,10,136,312,1,1,1,2,3,3,30,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,35,None,Levitate,Parking,False,1,0,3,RLR,0,261,341,10,10,105,10,10,136,378,3,3,3,3,3,3,45,1,1524249000,X97QFrPBWCY,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524249325,287,frc1902,frc1810,frc7173,487,frc2976,frc5242,frc254,qm,2018hop,2018hop_qm84,84,1524249524,1524249509,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,65,Parking,Climbing,Levitate,False,1,0,1,LLL,1,150,250,0,3,4,10,3,136,287,1,1,3,3,3,3,35,0,34,49,True,AutoRun,AutoRun,AutoRun,15,10,True,7,90,Climbing,Levitate,Climbing,True,0,30,4,LLL,0,288,408,10,0,132,10,0,136,487,3,3,0,0,3,3,30,1,1524249420,fyARUzpY4t4,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524249784,319,frc4775,frc3075,frc456,333,frc2096,frc6050,frc957,qm,2018hop,2018hop_qm85,85,1524249956,1524249783,0,0,15,False,AutoRun,AutoRun,AutoRun,15,0,False,0,65,Levitate,Parking,Climbing,False,1,5,0,RRR,0,199,299,10,0,78,10,10,101,319,3,3,1,1,3,3,35,0,26,41,True,AutoRun,AutoRun,AutoRun,15,6,True,7,65,Climbing,Parking,Levitate,False,1,5,3,RRR,0,187,287,0,10,41,10,0,136,333,1,2,2,2,3,3,35,1,1524249840,fIQpnUMvz6Y,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524250166,157,frc4733,frc5291,frc1828,423,frc1261,frc3711,frc294,qm,2018hop,2018hop_qm86,86,1524250337,1524250263,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,40,Parking,Climbing,Parking,False,1,5,1,RRR,1,69,119,0,10,11,0,0,58,157,0,0,2,2,0,0,10,0,16,31,False,AutoRun,AutoRun,AutoRun,15,8,False,0,90,Levitate,Climbing,Climbing,True,1,30,3,RRR,0,252,362,0,0,127,10,0,115,423,1,1,0,0,3,3,20,1,1524250260,3OCn_HXkQQM,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524250546,197,frc1984,frc6702,frc5801,285,frc2583,frc2992,frc6014,qm,2018hop,2018hop_qm87,87,1524250716,1524250561,0,22,32,False,AutoRun,AutoRun,None,10,0,True,11,30,Climbing,None,None,False,2,0,0,LLL,0,125,165,0,0,0,0,0,125,197,0,0,0,0,0,2,10,0,12,27,True,AutoRun,AutoRun,AutoRun,15,0,True,6,40,Parking,Parking,Levitate,False,0,10,3,LLL,0,183,248,0,10,120,0,0,63,285,0,0,2,2,3,3,25,1,1524250680,SHqwQhlApU8,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524250902,253,frc585,frc59,frc3223,353,frc7157,frc3339,frc6907,qm,2018hop,2018hop_qm88,88,1524251071,1524250939,0,8,23,True,AutoRun,AutoRun,AutoRun,15,0,True,4,35,Parking,Climbing,None,False,0,5,1,LLL,2,190,225,0,0,54,0,0,136,253,0,0,0,0,0,0,0,0,12,27,True,AutoRun,AutoRun,AutoRun,15,0,True,6,60,Levitate,Climbing,None,False,1,50,3,LLL,0,201,276,0,0,65,0,0,136,353,0,0,0,0,3,3,15,1,1524251100,c_AsR7TDKAc,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524251299,289,frc5839,frc3397,frc5854,427,frc973,frc6353,frc5572,qm,2018hop,2018hop_qm89,89,1524251520,1524251460,0,12,27,True,AutoRun,AutoRun,AutoRun,15,0,True,6,65,Parking,Climbing,Levitate,False,0,0,1,RRR,0,157,262,0,10,11,10,0,136,289,1,2,2,3,3,3,40,0,36,51,True,AutoRun,AutoRun,AutoRun,15,8,True,10,90,Climbing,Levitate,Climbing,True,0,0,4,RRR,0,261,376,10,0,127,0,0,124,427,2,2,0,0,3,3,25,1,1524251520,-nCyUEQzbEQ,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524150769,309,frc3711,frc2974,frc6705,413,frc3223,frc973,frc2992,qm,2018hop,2018hop_qm9,9,1524150940,1524150841,0,26,41,True,AutoRun,AutoRun,AutoRun,15,2,True,11,65,Climbing,Parking,Levitate,False,4,5,1,RRR,1,178,263,0,0,56,0,0,122,309,0,1,0,0,3,3,20,0,18,33,True,AutoRun,AutoRun,AutoRun,15,2,True,7,90,Climbing,Climbing,Levitate,True,1,45,4,RRR,0,205,335,0,10,59,10,0,136,413,1,3,2,2,3,3,40,1,1524147960,iXUgMfTgTLk,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524251686,414,frc3970,frc7140,frc399,254,frc2854,frc3489,frc980,qm,2018hop,2018hop_qm90,90,1524251857,1524251763,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,65,Levitate,Parking,Climbing,False,1,0,3,LRL,1,274,379,10,0,118,10,0,136,414,3,3,0,2,3,3,40,0,28,43,True,AutoRun,AutoRun,AutoRun,15,6,True,8,60,Levitate,None,Climbing,False,0,30,1,LRL,0,101,181,0,0,12,9,0,80,254,1,1,0,0,3,3,20,1,1524251940,DYO-tOMNYQY,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524252054,391,frc7039,frc148,frc957,223,frc2974,frc2283,frc5414,qm,2018hop,2018hop_qm91,91,1524252289,1524252181,0,34,49,True,AutoRun,AutoRun,AutoRun,15,6,True,11,90,Climbing,Climbing,Levitate,True,1,25,4,LRL,1,202,317,10,0,123,0,0,69,391,2,2,0,0,3,3,25,0,16,31,True,AutoRun,AutoRun,AutoRun,15,1,True,7,5,Parking,None,None,False,0,30,1,LRL,1,127,162,0,10,13,10,10,104,223,1,1,3,3,0,2,30,1,1524252360,2-x3dW7XMGI,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524252797,124,frc4733,frc4775,frc7173,506,frc1902,frc3284,frc180,qm,2018hop,2018hop_qm92,92,1524253020,1524252843,0,8,18,False,None,AutoRun,AutoRun,10,0,True,4,40,Parking,Parking,Levitate,False,2,0,0,RRR,2,31,106,0,10,11,0,0,20,124,0,2,2,2,3,3,35,0,38,53,True,AutoRun,AutoRun,AutoRun,15,7,True,12,65,Parking,Levitate,Climbing,False,0,60,3,RRR,0,283,393,10,10,127,10,10,136,506,3,3,3,3,3,3,45,1,1524252780,xx0ceY1RHVM,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524253162,416,frc6803,frc6907,frc1984,367,frc1810,frc5291,frc5809,qm,2018hop,2018hop_qm93,93,1524253341,1524253261,0,24,39,True,AutoRun,AutoRun,AutoRun,15,2,True,10,65,Parking,Climbing,Levitate,False,0,55,3,RLR,3,222,322,10,0,76,0,0,136,416,2,3,0,1,3,3,35,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,65,Parking,Climbing,Levitate,False,1,75,1,RLR,2,154,259,0,10,18,0,0,136,367,0,3,2,2,3,3,40,1,1524253200,FMrRH64zldg,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524253541,132,frc1156,frc5839,frc6014,461,frc6705,frc7157,frc6050,qm,2018hop,2018hop_qm94,94,1524253717,1524253560,0,22,32,False,None,AutoRun,AutoRun,10,0,True,11,30,None,Climbing,None,False,6,0,0,RLR,2,70,100,0,0,0,0,0,70,132,0,0,0,0,0,0,0,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,60,Levitate,None,Climbing,False,0,80,3,RLR,0,259,344,0,0,122,0,0,137,461,0,2,0,0,3,3,25,1,1524253620,XOfcb6mt3NA,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524253894,257,frc980,frc5854,frc6885,396,frc3397,frc3506,frc6702,qm,2018hop,2018hop_qm95,95,1524254074,1524253983,0,14,29,True,AutoRun,AutoRun,AutoRun,15,0,True,7,60,Climbing,Levitate,None,False,0,45,1,LLL,0,93,183,0,0,0,0,0,93,257,3,3,0,0,3,3,30,0,12,27,True,AutoRun,AutoRun,AutoRun,15,0,True,6,40,Parking,Levitate,Parking,False,4,0,3,LLL,1,284,369,10,10,128,10,10,136,396,3,3,3,3,3,3,45,1,1524254040,mrLsisgDEEE,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524254528,350,frc2854,frc2976,frc2990,288,frc7034,frc2992,frc3495,qm,2018hop,2018hop_qm96,96,1524254702,1524254521,0,18,33,True,AutoRun,AutoRun,AutoRun,15,0,True,9,35,None,Parking,Levitate,False,1,5,3,RLR,2,242,312,0,0,115,10,10,117,350,1,2,1,2,3,3,35,0,12,27,True,AutoRun,AutoRun,AutoRun,15,0,True,6,90,Climbing,Climbing,Climbing,True,1,55,2,RLR,0,101,206,0,0,2,0,0,99,288,0,0,0,0,3,3,15,1,1524254460,5NkWcxrynmw,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524254887,558,frc3489,frc294,frc6672,230,frc2283,frc585,frc6919,qm,2018hop,2018hop_qm97,97,1524255052,1524254940,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,90,Levitate,Climbing,Climbing,True,1,115,4,RRR,0,276,406,10,0,123,8,0,135,558,3,3,0,2,3,3,40,0,36,51,True,AutoRun,AutoRun,AutoRun,15,8,True,10,35,Levitate,None,Parking,False,3,5,1,RRR,4,124,174,0,0,10,0,0,114,230,0,0,0,0,3,3,15,1,1524254880,leEK1toHaC8,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
1524255296,191,frc2583,frc3019,frc3223,435,frc7039,frc399,frc6025,qm,2018hop,2018hop_qm98,98,1524255461,1524255302,0,20,35,True,AutoRun,AutoRun,AutoRun,15,0,True,10,65,Levitate,Climbing,Parking,False,0,0,1,RRR,0,66,156,0,10,11,0,0,55,191,0,0,2,2,3,3,25,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,90,Climbing,Climbing,Levitate,True,0,0,4,RRR,0,263,398,10,0,117,0,0,136,435,2,3,0,3,3,3,45,1,1524255300,n2kRSaZ60fA,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524255653,257,frc6060,frc2096,frc7140,455,frc7293,frc5572,frc3711,qm,2018hop,2018hop_qm99,99,1524255827,1524255687,0,0,15,False,AutoRun,AutoRun,AutoRun,15,0,False,0,65,Levitate,Climbing,Parking,False,2,5,0,RLR,1,132,237,0,0,0,0,10,132,257,2,3,1,2,3,3,40,0,22,37,True,AutoRun,AutoRun,AutoRun,15,0,True,11,65,Parking,Climbing,Levitate,False,1,35,3,RLR,0,278,383,10,0,122,10,0,136,455,3,3,0,2,3,3,40,1,1524255720,po2Sn5dj2EA,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524326509,324,frc2990,frc294,frc5572,358,frc2976,frc148,frc254,sf,2018hop,2018hop_sf1m1,1,1524326691,1524326540,0,22,37,False,AutoRun,AutoRun,AutoRun,15,0,True,11,65,Levitate,Parking,Climbing,False,0,5,0,RRR,0,182,282,0,10,36,10,0,136,324,1,2,2,2,3,3,35,0,26,41,False,AutoRun,AutoRun,AutoRun,15,4,True,9,90,Climbing,Levitate,Climbing,False,1,0,0,RRR,0,207,317,0,0,90,0,7,117,358,0,0,1,1,3,3,20,1,1524326760,IjiNPCN_f_w,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524329153,139,frc2990,frc294,frc5572,468,frc2976,frc148,frc254,sf,2018hop,2018hop_sf1m2,2,1524329323,1524328145,0,20,35,False,AutoRun,AutoRun,AutoRun,15,0,True,10,30,None,Climbing,None,False,1,5,0,RLR,1,59,99,0,0,0,0,10,59,139,0,1,1,1,0,0,10,0,26,41,False,AutoRun,AutoRun,AutoRun,15,4,True,9,90,Climbing,Levitate,Climbing,False,1,30,0,RLR,0,282,397,10,0,136,0,0,136,468,2,2,0,0,3,3,25,1,1524327600,hb0Ma2He_l4,youtube,red,,,,,,,,,,,,,,,,,,,,,,
1524327301,465,frc1706,frc3339,frc2974,300,frc359,frc7039,frc3489,sf,2018hop,2018hop_sf2m1,1,1524327481,1524327361,0,42,57,False,AutoRun,AutoRun,AutoRun,15,10,True,11,90,Climbing,Climbing,Levitate,False,3,0,0,RLR,0,283,408,10,0,127,10,9,136,465,3,3,1,1,3,3,35,0,18,33,False,AutoRun,AutoRun,AutoRun,15,0,True,9,65,Levitate,Climbing,Parking,False,0,15,0,RLR,0,152,252,0,10,11,10,0,131,300,1,2,2,2,3,3,35,2,1524327180,0XLEF5AaPf8,youtube,blue,,,,,,,,,,,,,,,,,,,,,,
